0.000000000000000000e+00 1.414213562373095145e+00 0.000000000000000000e+00 1.414213562373095145e+00
1.200367040633346372e-01 1.336487009780982005e+00 1.341249112715873770e-01 1.476957764964369035e+00
2.250921580142976608e-01 1.246663278345803816e+00 2.807981679119391227e-01 1.521945030740049720e+00
3.148632737399737480e-01 1.147585310855345986e+00 4.378262249720801247e-01 1.546679533947044938e+00
3.895401445550052411e-01 1.041930345994623863e+00 6.024147797325815068e-01 1.549108198848553775e+00
4.496889666600817348e-01 9.321234123898486379e-01 7.712768384406797351e-01 1.527762385991513705e+00
4.961329054060503729e-01 8.202906506333687009e-01 9.407840116402630404e-01 1.481857219983106377e+00
5.298431953760969204e-01 7.082454092128847023e-01 1.107144066180700825e+00 1.411341812311641464e+00
5.518502866864508638e-01 5.975000070926612672e-01 1.266583664936901998e+00 1.316897323316694068e+00
5.631798317470109172e-01 4.892954555667859973e-01 1.415518185494499148e+00 1.199884509562092250e+00
5.648115239735030935e-01 3.846388319990806104e-01 1.550693309088112315e+00 1.062254975658967648e+00
5.576579832319745744e-01 2.843428780110524579e-01 1.669290548177313038e+00 9.064373341289957420e-01
5.425588275282808848e-01 1.890631549605415740e-01 1.768993890415556658e+00 7.352123302541778704e-01
5.202849927042032530e-01 9.933017095498736238e-02 1.848019874032796439e+00 5.515886612182021587e-01
4.915489854032771277e-01 1.557546494387612029e-02 1.905116600481333800e+00 3.586885437283908740e-01
4.570176856723205949e-01 -6.184835611474242406e-02 1.939539001137196461e+00 1.596486882301105248e-01
4.173253551382131166e-01 -1.326531922919589046e-01 1.951007256934853107e+00 -4.245985941548498233e-02
3.730853098375042087e-01 -1.966053627646408009e-01 1.939656642510677154e+00 -2.446941094125732186e-01
3.248994934594730544e-01 -2.535194925849403313e-01 1.905982664413525818e+00 -4.442833270123783818e-01
2.733656031456005997e-01 -3.032549959287067498e-01 1.850786946191242066e+00 -6.386585756996627783e-01
2.190818468808460595e-01 -3.457145643360107767e-01 1.775126251279267153e+00 -8.254701436360096789e-01
