0.000000000000000000e+00 1.414213562373095145e+00 0.000000000000000000e+00 1.414213562373095145e+00
1.022309751969847358e-01 1.338246708609421631e+00 1.022309765254216379e-01 1.479254966580600961e+00
2.026802414047542411e-01 1.252838285168563770e+00 2.026802560994081515e-01 1.532397390914119528e+00
2.997139136882415178e-01 1.159846797537020358e+00 2.997139336996835213e-01 1.573245570419073314e+00
3.919673082954758803e-01 1.061326262794861641e+00 3.919673291241885793e-01 1.601971188931164525e+00
4.784176619769850980e-01 9.593406816805601922e-01 4.784176518933385136e-01 1.619227462890607150e+00
5.584060592865026651e-01 8.558083385680864685e-01 5.584059785058138603e-01 1.626023807024383760e+00
6.316148124755561755e-01 7.523916640539458633e-01 6.316146284406323197e-01 1.623584482543624752e+00
6.980143653990920072e-01 6.504406497454157110e-01 6.980140815600489601e-01 1.613218817232089819e+00
7.577959462633013787e-01 5.509811709952668890e-01 7.577956261718334918e-01 1.596216555278759275e+00
8.113051137074869246e-01 4.547376209606188158e-01 8.113047580681643778e-01 1.573778633249429459e+00
8.589817008353434202e-01 3.621726473838195459e-01 8.589813205916191352e-01 1.546974375030402582e+00
9.013121024528941705e-01 2.735354139013689290e-01 9.013117277145070716e-01 1.516723857110533258e+00
9.387929707859499207e-01 1.889095412217668413e-01 9.387926628307273758e-01 1.483795782780481520e+00
9.719076146230454238e-01 1.082563650920436438e-01 9.719074011486805720e-01 1.448818064454029386e+00
1.001110173378678692e+00 3.145107234914160804e-02 1.001110045003496651e+00 1.412292256969691850e+00
1.026817608596237941e+00 -4.168894427599488528e-02 1.026817546300730744e+00 1.374610848498361904e+00
1.049405185163661658e+00 -1.113812921748781881e-01 1.049405187653442706e+00 1.336073854855670762e+00
1.069206400118497990e+00 -1.778625627600413373e-01 1.069206464602963758e+00 1.296904678694595470e+00
1.086514271314755753e+00 -2.413764454137865556e-01 1.086514394926105798e+00 1.257263792620906040e+00
1.101583924033340933e+00 -3.021656516015580607e-01 1.101584104368384942e+00 1.217260382574291588e+00
1.114635659590391903e+00 -3.604664347351591580e-01 1.114635893856444460e+00 1.176962058677497369e+00
1.125858185687071078e+00 -4.165052634475759352e-01 1.125858471011473627e+00 1.136402638860472658e+00
1.135411727636316259e+00 -4.704968937432326692e-01 1.135412059894624459e+00 1.095588366399455671e+00
1.143430862729435615e+00 -5.226432794110982272e-01 1.143431239587028081e+00 1.054502912841669637e+00
1.150027074581655651e+00 -5.731333162530025671e-01 1.150027496766417912e+00 1.013111155818217313e+00
1.155290944874026948e+00 -6.221430000442681463e-01 1.155291410492052639e+00 9.713620374573412874e-01
1.159293966126283770e+00 -6.698358021216583857e-01 1.159294474626117788e+00 9.291906980358221047e-01
1.162090010255371286e+00 -7.163631454521404152e-01 1.162090561210690431e+00 8.865200208104581092e-01
1.163716435980099995e+00 -7.618650260608303970e-01 1.163717029043683793e+00 8.432615390900660701e-01
1.164194872243442092e+00 -8.064704378155113096e-01 1.164195506351031639e+00 7.993160915300872027e-01
1.163531662843245718e+00 -8.502977217987393033e-01 1.163532335641415782e+00 7.545740862392694703e-01
1.161718007763651306e+00 -8.934547733349409437e-01 1.161718716955227659e+00 7.089154900302190310e-01
1.158729773396764307e+00 -9.360390497792673292e-01 1.158730520139988673e+00 6.622095604266812208e-01
1.154526992558609022e+00 -9.781371855882220467e-01 1.154527778318816811e+00 6.143145363659991975e-01
1.149053036175580855e+00 -1.019824470763863733e+00 1.149053859479890027e+00 5.650770172446074602e-01
1.142233429021167979e+00 -1.061163591483158974e+00 1.142234287831782158e+00 5.143315924048629251e-01
1.133974354064038792e+00 -1.102203260404760465e+00 1.133975246216176513e+00 4.619001465633227888e-01
1.124160740582903495e+00 -1.142975704349793897e+00 1.124161662691416597e+00 4.075917344352825711e-01
1.112654061079535461e+00 -1.183493965835892503e+00 1.112655008888893127e+00 3.512022412114981229e-01
1.099289693963232395e+00 -1.223747596705681007e+00 1.099290662319165168e+00 2.925150507014610546e-01
1.083874060775545489e+00 -1.263697865075034565e+00 1.083875043726732157e+00 2.313018899749634816e-01
1.066181433692167113e+00 -1.303271002806608347e+00 1.066182424749017921e+00 1.673251784176226775e-01
1.045950734294633477e+00 -1.342350414020174743e+00 1.045951730011794201e+00 1.003414023684423007e-01
1.022882597124356696e+00 -1.380766058592060030e+00 1.022883603189676194e+00 3.010768053316842732e-02
9.966368392797794185e-01 -1.418283201279179506e+00 9.966378585626578523e-01 -4.361046732288968025e-02
9.668312619645251793e-01 -1.454588035986572603e+00 9.668322956289182590e-01 -1.210264014953605222e-01
9.330427893708037601e-01 -1.489271694809362723e+00 9.330438355564717456e-01 -2.023148092388651342e-01
8.948117418346120955e-01 -1.521813310427671873e+00 8.948127980325598640e-01 -2.875888645702863733e-01
8.516513440061536100e-01 -1.551563181294854488e+00 8.516524073603468636e-01 -3.768702807781286745e-01
8.030644602930083753e-01 -1.577728203894284587e+00 8.030655339566323825e-01 -4.700516646777595509e-01
7.485696952556256667e-01 -1.599364031334344016e+00 7.485707820014538827e-01 -5.668526646735502217e-01
6.877388672456651308e-01 -1.615378383923406824e+00 6.877399714780371154e-01 -6.667715991954448196e-01
6.202471172003332089e-01 -1.624552666661554179e+00 6.202482485024422010e-01 -7.690379703282229640e-01
5.459337703830455801e-01 -1.625587360351016475e+00 5.459349557546634424e-01 -8.725739356481846398e-01
4.648707516455645172e-01 -1.617179378052084893e+00 4.648720071507398410e-01 -9.759772191072076941e-01
