0.0006120543847239827	0.0002973902841816666	0.0001783903921666371	0.00011597287861945586	7.995281988974298e-5	5.7258927185518114e-5	4.258202974733787e-5	3.24719344569749e-5	2.5274005436478117e-5	2.0295835556335284e-5	1.6283431923472503e-5	1.3476580167681704e-5	1.0971401810358475e-5	9.398725806588346e-6	7.950396317013556e-6	6.608796328593705e-6	5.820881989885285e-6	5.110675339869186e-6	4.446747147130535e-6	3.8235620646488185e-6	3.295980038891685e-6	3.0002542348675804e-6	2.7214462076416583e-6	2.457805563492911e-6	2.207815794750722e-6	1.9701565870659512e-6	1.7436731587953084e-6	1.5273511552476516e-6	1.3526286070896801e-6	1.2685866318265575e-6
0.005698439880280528	0.0002971921178320537	0.0001780534740806084	0.0001157114894575787	7.975032029388754e-5	5.708336053273562e-5	4.247270311945046e-5	3.238927043496968e-5	2.5186642094643757e-5	2.0234089149053e-5	1.624312241729324e-5	1.3434356428352872e-5	1.0946594059273641e-5	9.372855894540301e-6	7.923478859581272e-6	6.580845318181494e-6	5.8066916679859194e-6	5.095982529763386e-6	4.431557422222732e-6	3.807880731850459e-6	3.289549846878241e-6	2.9936293399119697e-6	2.714628404286148e-6	2.450796560649473e-6	2.2006172208902604e-6	1.962769995179263e-6	1.7361000310984475e-6	1.519592907615321e-6	1.3504082172881044e-6	1.2663145125607913e-6
0.021030227214379044	0.00029659716686997856	0.00017704430779229407	0.00011492824455242167	7.914341658611132e-5	5.655713422592573e-5	4.214494069152061e-5	3.214141693890691e-5	2.4924705653420866e-5	2.0048937170501025e-5	1.612223718517033e-5	1.330773235432965e-5	1.087219029881814e-5	9.29526719982872e-6	7.842749126690566e-6	6.529232754981906e-6	5.764128462567176e-6	5.0519123682968036e-6	4.3859970397264756e-6	3.760846063871326e-6	3.2702613166798766e-6	2.9737568122568554e-6	2.694177265664752e-6	2.429771940677449e-6	2.1790240078719134e-6	1.9406128509907777e-6	1.7133834052967237e-6	1.4963210507390285e-6	1.3437473781006735e-6	1.2594984982812588e-6
0.045106624228618726	0.0002957837810293891	0.00017536764027981997	0.00011362590706962995	7.813389121391662e-5	5.5845746786572154e-5	4.159939390724553e-5	3.172878914060976e-5	2.4585008806874635e-5	1.9740641032346265e-5	1.5920905964750492e-5	1.3096849232859439e-5	1.0748248966469292e-5	9.166022798946596e-6	7.708274981219284e-6	6.460859178783514e-6	5.69321564262961e-6	4.978489648583378e-6	4.310092361145084e-6	3.68248603490104e-6	3.238120584114204e-6	2.940643121630865e-6	2.6600996039952147e-6	2.394738866907448e-6	2.1430436788031116e-6	1.9036930460750868e-6	1.6755315501475478e-6	1.4575442392894855e-6	1.3326470800661565e-6	1.2481396194159427e-6
0.07639437006257091	0.0002948327766390191	0.0001730313268664202	0.00011180906711230886	7.672470568631881e-5	5.489112709619256e-5	4.0837145447278105e-5	3.115207720941779e-5	2.417585043878282e-5	1.930963536485937e-5	1.5639344581547785e-5	1.2801942062318916e-5	1.0574867321986796e-5	8.985227660460197e-6	7.520169343998623e-6	6.365186979564953e-6	5.593991950481039e-6	4.875755647754081e-6	4.203887271807545e-6	3.5728472118572627e-6	3.193137869843183e-6	2.8942990445601347e-6	2.61240676591642e-6	2.3457092704213623e-6	2.0926887635961573e-6	1.852023723613379e-6	1.6225582365739333e-6	1.4061399320220862e-6	1.3171089736962447e-6	1.2322395929271613e-6
0.11355936277302923	0.00029361664133471864	0.00017004624721785234	0.00010948411923388257	7.491998695791549e-5	5.3667477416123656e-5	3.9859704708423905e-5	3.041224367052669e-5	2.3650735835431506e-5	1.8756526450170446e-5	1.527785434807973e-5	1.2423338837794119e-5	1.0352181244579647e-5	8.75302840810138e-6	7.278589919630993e-6	6.242266878256116e-6	5.4665115429269715e-6	4.743768060153167e-6	4.067443105427359e-6	3.4549112878395262e-6	3.1353274708489928e-6	2.8347396548593884e-6	2.551114621933961e-6	2.2826998383725126e-6	2.0279767860989192e-6	1.7856232642581295e-6	1.5544827221912396e-6	1.386634981834833e-6	1.2971353689041319e-6	1.211800821686257e-6
0.15564695029065106	0.00029289851826122434	0.0001665354914341285	0.00010665923147819589	7.272500883226614e-5	5.217756484511481e-5	3.8669001607258264e-5	2.9510519773494045e-5	2.3010370388748333e-5	1.8082090062445177e-5	1.4836821232531512e-5	1.1961459563049602e-5	1.0080364951370585e-5	8.469612992025646e-6	6.983738816129977e-6	6.0921639644220045e-6	5.310843909428728e-6	4.582600904374141e-6	3.9008385391451545e-6	3.3864480840143532e-6	3.06470774853226e-6	2.7619843103663803e-6	2.476243551685329e-6	2.2057319976978394e-6	1.948930246147035e-6	1.7045152664237738e-6	1.4713297297309642e-6	1.3628014085502996e-6	1.2727292341957636e-6	1.1868263935984251e-6
0.20209717894663237	0.04888819168431014	0.00016247944801173452	0.00010334430641769625	7.032476245793244e-5	5.042474782052298e-5	3.7267378835734735e-5	2.8448400935559414e-5	2.225561162713946e-5	1.75109946562973e-5	1.431671480661413e-5	1.1530855899112372e-5	9.759630639546912e-6	8.135210271120383e-6	6.7639066381396515e-6	5.914957604928615e-6	5.127073767695119e-6	4.3923444046947695e-6	3.7041694596908218e-6	3.305587256718492e-6	2.9813011134811044e-6	2.6760566359573493e-6	2.3878184250904056e-6	2.1148318942686195e-6	1.8555765965931955e-6	1.6087285210655603e-6	1.42995694072707e-6	1.3346426953180328e-6	1.2438941956399462e-6	1.1573200804816463e-6
0.25270304245230935	0.10259882421094083	0.00015784612624463606	9.967680755465083e-5	6.792533251539556e-5	4.841296281346712e-5	3.566431319364628e-5	2.722764133987875e-5	2.1387466550847184e-5	1.6941038712708135e-5	1.371808698474131e-5	1.1177406557213293e-5	9.39022805522313e-6	7.750089510002544e-6	6.567341141923171e-6	5.710741333372543e-6	4.915300937318517e-6	4.173104847616436e-6	3.5610199048482464e-6	3.212353852974043e-6	2.885134006956e-6	2.5769845029095473e-6	2.2858685794405504e-6	2.0100303675619784e-6	1.747948215405097e-6	1.4993776504524778e-6	1.3982632150780084e-6	1.302162955851721e-6	1.210634535608888e-6	1.123286336697005e-6
0.30757292186974305	0.15987066953843737	0.041562055313877855	9.599868210928965e-5	6.522424113331649e-5	4.6323887386669825e-5	3.4365496405379707e-5	2.6060852894101547e-5	2.040708857579995e-5	1.629685355872066e-5	1.3041570568928016e-5	1.0777636618753345e-5	8.972443992625454e-6	7.314559795048905e-6	6.344872073918817e-6	5.4796227208884955e-6	4.675640192180792e-6	3.925004414357963e-6	3.4587970277894586e-6	3.1067767205496726e-6	2.7762368791500365e-6	2.46480000467206e-6	2.170427792510689e-6	1.8913629209354231e-6	1.626082372924093e-6	1.4643693292806363e-6	1.3623574310338023e-6	1.2653669330671322e-6	1.172955191294258e-6	1.0847302975371136e-6
